participant,trial_index,condition,level,sequence,quiz_name,event_index,target_note,target_note_name,target_finger,target_hand,timed_out,actual_note,key_correct,actual_finger,finger_correct,target_finger_probability,manually_corrected,rt_s,p_L1,p_L2,p_L3,p_L4,p_L5,p_R1,p_R2,p_R3,p_R4,p_R5
P02,1,A,alpha,1799551287-α-9,P02-T01-Aα,26,60,C4,L4,L,False,60,True,R2,False,5.222622928868493e-05,False,0.32403993606567383,0.022251271274863094,0.009095952792371506,0.0006755889611580933,5.222622928868493e-05,6.7909092684487875e-06,0.031909609638174685,0.9049046386604157,0.029015482490367783,0.001989392998847838,9.904604524418728e-05
P02,1,A,alpha,1799551287-α-9,P02-T01-Aα,27,64,E4,R2,R,False,64,True,R2,True,0.9190353397764437,False,0.29122400283813477,0.00040788131152143963,0.00010469798321692609,9.12556536353951e-06,6.512119297619627e-07,8.467624773560013e-08,0.03458169777997848,0.9190353397764437,0.04223818105032712,0.0033984674371248746,0.000223873207846728
P02,1,A,alpha,1799551287-α-9,P02-T01-Aα,28,59,B3,L4,L,False,59,True,R2,False,0.0002911080451604198,False,0.37769389152526855,0.05754763346347871,0.04871267233659591,0.004079356308682273,0.0002911080451604198,4.267846615267388e-05,0.014315799060492723,0.8337546784009875,0.0383187452469723,0.002846070322176132,9.125834930154105e-05
P02,1,A,alpha,1799551287-α-9,P02-T01-Aα,29,57,A3,L4,L,False,57,True,L2,False,0.001734838535807094,False,0.3855710029602051,0.039287812101497996,0.926037143981562,0.02335741157913262,0.001734838535807094,0.00024436661670676507,0.003185337685415574,0.0059949314035241605,0.00014528097487012846,1.2166297452803315e-05,7.108240310022438e-07
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,0,71,B4,R4,R,False,71,True,R5,False,0.18029510108920185,False,0.7757422924041748,,,,,,7.861112503399627e-05,0.0011671851074720394,0.026432517057672265,0.18029510108920185,0.7920265856206199
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,1,65,F4,R2,R,False,65,True,R4,False,0.014972965172700633,False,0.4164087772369385,,,,,,0.0010956916596657226,0.014972965172700633,0.3641859936828027,0.5654742212720115,0.05427112821281937
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,2,57,A3,R4,R,False,57,True,R2,False,0.0032553408880555256,False,0.41607189178466797,,,,,,0.38617590167856264,0.5850427419953155,0.025035554579166754,0.0032553408880555256,0.0004904608588995026
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,3,64,E4,R2,R,False,64,True,R2,True,0.9430861808754653,False,0.34459900856018066,,,,,,0.012051120806146894,0.9430861808754653,0.040011130126430816,0.004433359587654861,0.00041820860430211284
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,4,53,F3,L4,L,False,53,True,R1,False,0.0,False,0.4457111358642578,,,,,,0.6781380892685621,0.3116995859978529,0.008864369889676819,0.0011074276113240496,0.0001905272325841321
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,5,72,C5,R5,R,False,71,False,R3,False,0.020229674516449112,False,0.8540849685668945,,,,,,0.018862419541713204,0.4207188548032351,0.4608945167649809,0.07929453437362181,0.020229674516449112
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,6,57,A3,L2,L,False,72,False,L1,False,0.1267687744552937,True,0.08479690551757812,0.16773154475527963,0.1267687744552937,0.10378949417655545,0.10802522378693705,0.14293139407691963,0.0014913081199186156,0.08164370780528331,0.16773154475527963,0.061704986951395036,0.038182021117137886
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,7,67,G4,R3,R,False,67,True,R2,False,0.06453386526697806,False,0.4563298225402832,,,,,,0.019437226690735693,0.9043261935802119,0.06453386526697806,0.009461113941320976,0.002241600520753353
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,8,62,D4,L4,L,False,62,True,R2,False,0.0,False,0.37688708305358887,,,,,,0.009491462527112186,0.9266459862514843,0.05634940045535963,0.006763710302301038,0.000749440463742811
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,9,60,C4,L1,L,False,60,True,R2,False,0.0,False,0.47205400466918945,,,,,,0.011332671100197906,0.9508282213161308,0.034375132712241296,0.0031184416837064617,0.00034553318772343014
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,10,52,E3,L5,L,False,52,True,R2,False,0.0,False,0.5121469497680664,,,,,,0.2610757028165242,0.7175983399019661,0.01835137381405128,0.002584945537179078,0.0003896379302793708
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,11,59,B3,R1,R,False,59,True,R2,False,0.008916117952498559,False,0.4410512447357178,,,,,,0.008916117952498559,0.9552984096743964,0.0331825376295371,0.002464585803977501,0.0001383489395906498
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,12,67,G4,R5,R,False,67,True,R2,False,0.0005063566993924863,False,0.3584921360015869,,,,,,0.03376707048047755,0.9340090068241516,0.028774399381523243,0.0029431666144551574,0.0005063566993924863
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,13,55,G3,L2,L,False,55,True,R1,False,0.0,False,0.4507749080657959,,,,,,0.7212980179497668,0.2620765905778754,0.01413475688497056,0.002072253767356586,0.00041838082003060114
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,14,59,B3,R2,R,False,59,True,R2,True,0.9405170670000551,False,0.42276620864868164,,,,,,0.01050571198490197,0.9405170670000551,0.044989529967355196,0.0037675683573430885,0.00022012269034455038
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,15,59,B3,L3,L,False,59,True,R2,False,0.0,False,0.39129090309143066,,,,,,0.02138400941197334,0.9431621389113403,0.03276098112195888,0.0025325791423008747,0.00016029141242696456
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,16,53,F3,L5,L,False,53,True,R2,False,0.0,False,0.3578910827636719,,,,,,0.27904726568015936,0.7018058630162188,0.01700754071825255,0.001961396691892253,0.00017793389347708967
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,17,57,A3,R5,R,False,57,True,R2,False,0.00012089357009790954,False,0.4565238952636719,,,,,,0.010570403921941324,0.941199658091264,0.0450221816367729,0.003086862779923962,0.00012089357009790954
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,18,55,G3,L2,L,False,55,True,R2,False,0.0,False,0.4301619529724121,,,,,,0.08000555210127737,0.894927122597273,0.022572724292633316,0.0023088331976805405,0.00018576781113564168
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,19,60,C4,L1,L,False,60,True,R2,False,0.0,False,0.3844118118286133,,,,,,0.010409829449558204,0.9525622765274651,0.03443782371854889,0.0024575268213146723,0.00013254348311302332
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,20,55,G3,L3,L,False,55,True,R2,False,0.0,False,0.4726738929748535,,,,,,0.1471535149003341,0.8303156877598977,0.020121843678946264,0.0022295638317004107,0.00017938982912159583
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,21,50,D3,L5,L,False,48,False,R2,False,0.0,False,0.49474310874938965,,,,,,0.21572426824219426,0.7650846779326433,0.017115534780679103,0.0018964553107596197,0.00017906373372373629
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,22,67,G4,R3,R,False,67,True,R2,False,0.05067602372994154,False,1.036072015762329,,,,,,0.03986317215404181,0.9027565303816888,0.05067602372994154,0.005615063482522101,0.0010892102518056802
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,23,52,E3,L1,L,False,52,True,R1,False,0.0,False,0.5300822257995605,,,,,,0.7425307505158953,0.23879217518279638,0.015730375899113306,0.002400299722041237,0.0005463986801537752
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,24,50,D3,L2,L,False,50,True,R1,False,0.0,False,0.7432711124420166,,,,,,0.699691919940873,0.2841503298705071,0.013592299629095717,0.0020740504378829695,0.0004914001216412854
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,25,52,E3,L4,L,False,52,True,R1,False,0.0,False,0.6444978713989258,,,,,,0.7414558964245936,0.24296670856018737,0.013104090483881874,0.001999554552783311,0.0004737499785535824
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,26,65,F4,R5,R,False,65,True,R2,False,0.0012135384681147994,False,0.4544529914855957,,,,,,0.024374571709028393,0.892066289871262,0.07470450855588237,0.007641091395712511,0.0012135384681147994
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,27,57,A3,R4,R,False,57,True,R1,False,0.002847085806583934,False,0.4283030033111572,,,,,,0.60000346854885,0.3747637948605676,0.021895824294112232,0.002847085806583934,0.0004898264898862729
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,28,62,D4,R2,R,False,62,True,R2,True,0.9393682897178621,False,0.39108920097351074,,,,,,0.010984290826577484,0.9393682897178621,0.04493457833300805,0.00424273291543435,0.0004701082071179591
P02,2,A,gamma,1799551287-γ-8,P02-T02-Aγ,29,53,F3,L3,L,False,53,True,R1,False,0.0,False,0.664405107498169,,,,,,0.5355522066582981,0.44390977047361724,0.018094740612035313,0.0021719411831549913,0.0002713410728943933
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,0,64,E4,R4,R,False,64,True,R4,True,0.5510074979784355,False,0.8115670680999756,7.753131372069351e-05,1.8906460631123443e-05,3.2527594446575e-06,4.7687718072204e-07,5.7240344602018866e-08,0.005992505761060049,0.09739492408874534,0.3023993264656211,0.5510074979784355,0.04310552105481613
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,1,62,D4,R2,R,False,62,True,R2,True,0.7794043330333335,False,0.5836391448974609,0.0005071012562810051,0.0003459468779446921,3.399744012425933e-05,4.247307408932319e-06,4.173981282397491e-07,0.01609534262734065,0.7794043330333335,0.17742180068803537,0.02499135468188504,0.0011954586895182872
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,2,60,C4,L2,L,False,60,True,L2,True,0.7442512626137847,False,0.6846160888671875,0.0034755814236393503,0.7442512626137847,0.04177836811582938,0.0028644566934397805,0.0002124370548568284,0.04176830261719537,0.1563940363118693,0.008104169613953036,0.0010967800901018842,5.460546533041448e-05
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,3,59,B3,L3,L,False,59,True,L3,True,0.5860222523039699,False,0.6781580448150635,0.0007972059413261483,0.3145376537178373,0.5860222523039699,0.08254616908413143,0.0020820599455534583,0.004936124977485633,0.008443169422177004,0.0005561917122664249,7.527236291343314e-05,3.900532339206555e-06
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,4,57,A3,L4,L,False,57,True,L3,False,0.3907212680871517,False,0.6437408924102783,0.0005715270852659709,0.11084334497231824,0.4772280345134862,0.3907212680871517,0.017957259038257418,0.0015001461002276237,0.0010919820466936943,7.48697334011637e-05,1.0976424169453818e-05,5.919990288313922e-07
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,5,60,C4,R4,R,False,60,True,R3,False,0.2576426104797912,False,0.7122750282287598,,,,,,0.0041852791068006335,0.14639223209133115,0.5733941745464176,0.2576426104797912,0.018385703775659356
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,6,59,B3,L2,L,False,59,True,L2,True,0.7474052182125551,False,0.6648969650268555,0.008597005431283843,0.7474052182125551,0.04031031932573031,0.0025513113932672717,9.600140030093535e-05,0.006353922461887849,0.17708104317842283,0.01543453450120721,0.002088837098346148,8.180699699850115e-05
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,7,64,E4,R2,R,False,64,True,R2,True,0.7985820976327783,False,0.7630763053894043,4.19763499658506e-05,1.695551341523227e-05,8.441653056164033e-07,9.735346604634474e-08,4.474292931697969e-09,0.05054367313952981,0.7985820976327783,0.1268287532811035,0.022710736294464358,0.0012748617956783094
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,8,57,A3,L1,L,False,57,True,L1,True,0.7535928587636199,False,0.5838189125061035,0.7535928587636199,0.2181121567417901,0.0118422325293744,0.002450315863170441,0.00037855370045443686,0.005868726639232251,0.007108473624307524,0.0005719449924012072,7.145320926659949e-05,3.2839363830815095e-06
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,9,59,B3,L3,L,False,59,True,L3,True,0.5388122725152972,False,0.6435561180114746,0.004171440202745578,0.3804099790627288,0.5388122725152972,0.03315685767974191,0.0008363145868713407,0.01030532920494908,0.030607637318985016,0.0015238645317790908,0.00016884900303746234,7.455893864622463e-06
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,10,57,A3,L2,L,False,57,True,L2,True,0.8624616873958942,False,0.684323787689209,0.05681445185938564,0.8624616873958942,0.06405811559566532,0.004219812633882586,0.00014657628453619096,0.0037108760912665925,0.008002793974407795,0.0005271820877892104,5.61230166015713e-05,2.3810605709955054e-06
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,11,62,D4,R4,R,False,62,True,R3,True,0.4132993430057556,False,0.6298422813415527,0.00010059216514879379,5.100519094949371e-05,4.2713392120564815e-06,3.8748715112257575e-07,1.579483029305446e-08,0.003911336978673152,0.0952226156167084,0.4659937079988139,0.4132993430057556,0.02141672442275725
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,12,60,C4,R5,R,False,60,True,R4,False,0.33994277096727443,False,0.654228925704956,0.0015351628082694905,0.0014173334905816738,7.956167935067717e-05,8.815685356666302e-06,4.7546241736476783e-07,0.002618073595769033,0.028067455594540318,0.1941783919663889,0.43215195875005147,0.33994277096727443
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,13,62,D4,R4,R,False,62,True,R3,False,0.3245274793719859,False,0.7329940795898438,0.00036981496024636077,0.0003762017218217264,3.0269042596273084e-05,2.745945592363943e-06,9.538113119892496e-08,0.0014608125175600989,0.0979279189535024,0.5458641933907653,0.3245274793719859,0.0294404687147986
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,14,64,E4,R2,R,False,64,True,R2,True,0.80296771708524,False,0.5257730484008789,9.923513388864469e-05,8.78885723845781e-05,7.07147997184096e-06,6.16356215442006e-07,3.601102235855849e-08,0.02574690717676895,0.80296771708524,0.1557597117184158,0.014706866745444525,0.0006239497206478125
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,15,60,C4,L3,L,False,60,True,L2,True,0.4009608741669565,False,0.6271820068359375,0.005085030944760392,0.4897347176218335,0.4009608741669565,0.03099617630539515,0.0010344437595778148,0.016037183447426745,0.0521364255806161,0.0035746377841368213,0.0004122455351228105,2.8264854174038052e-05
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,16,59,B3,L2,L,False,59,True,L2,True,0.8969842673196404,False,0.5607049465179443,0.011239667934894018,0.8969842673196404,0.06662223113579228,0.004216638820649008,0.00020170245202269223,0.007454976150202317,0.011929786294755466,0.0011723828746793912,0.00017187949171039237,6.467525653965563e-06
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,17,57,A3,L1,L,False,57,True,L1,True,0.9515150860669107,False,0.5470128059387207,0.9515150860669107,0.04036873267567526,0.0024548251621084954,0.000374582031100795,6.444491453129796e-05,0.002050776312020504,0.0028807640141185527,0.00025108984433160807,3.831382590103962e-05,1.385153301654111e-06
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,18,59,B3,L2,L,False,59,True,L2,True,0.8093401724116768,False,0.5904028415679932,0.0417630383882377,0.8093401724116768,0.043650699778467604,0.0021732403741756704,5.266623734873089e-05,0.011487336622376703,0.08616114428899371,0.004836635400180238,0.000514900970930937,2.016552761190582e-05
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,19,62,D4,R3,R,False,62,True,R3,True,0.5268709812172312,False,0.6171681880950928,0.002679398263651924,0.0005868158050003581,3.428510420564055e-05,3.649940916219323e-06,3.311151695467005e-07,0.008759402193266668,0.209968118209948,0.5268709812172312,0.2463998692810675,0.004697148869543158
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,20,57,A3,L2,L,False,57,True,L2,True,0.7972582377521071,False,0.533729076385498,0.09194390276735417,0.7972582377521071,0.09569620462155956,0.004958873701028818,0.00033999602199523367,0.002937645317684848,0.005591114485289759,0.0011288265462894827,0.0001410245399633379,4.174246727726616e-06
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,21,60,C4,R3,R,False,60,True,R3,True,0.4356334286969502,False,0.5304980278015137,0.005481700881065378,0.0027096002907981364,0.00017849425375003736,1.7541270325790934e-05,5.404011249632405e-07,0.005138705142057801,0.3863721908284918,0.4356334286969502,0.16026058230463341,0.0042072159308026835
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,22,62,D4,R4,R,False,62,True,R4,True,0.5860757846075481,False,0.6685581207275391,0.0015390935549291285,0.0012379404935206108,0.0001168866177019568,1.1486867030737528e-05,5.952370112399026e-07,0.002398731887979399,0.05133496534361142,0.32164521022555864,0.5860757846075481,0.035639305165108756
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,23,64,E4,R2,R,False,64,True,R2,True,0.773291539254324,False,0.683743953704834,0.0003189648560372118,0.0002924844226763048,2.9916537150097784e-05,3.0599892700736603e-06,1.7177177195057873e-07,0.025807267297570647,0.773291539254324,0.1760302984426147,0.022888992782037775,0.0013373046465472089
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,24,67,G4,R4,R,False,67,True,R4,True,0.46798697714771315,False,0.6472828388214111,1.3540740239506304e-05,1.120315850484636e-05,1.2920056105800057e-06,1.3215176895019958e-07,1.2987028178695265e-08,0.004466294657016923,0.019076180621714088,0.21886179748983903,0.46798697714771315,0.28958256904056484
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,25,60,C4,R3,R,False,60,True,R3,True,0.5939642703437696,False,0.6913247108459473,0.006730440527177233,0.009270331751790725,0.001112733017008906,0.00010094486186060104,6.649717985674261e-06,0.004693403699516212,0.28224518882946115,0.5939642703437696,0.09818163353117099,0.0036944037202589646
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,26,60,C4,L3,L,False,60,True,L3,True,0.6132990080114238,False,0.6127028465270996,0.001060085399469986,0.22799124863131662,0.6132990080114238,0.10551494431613738,0.001520216251055635,0.00613484985708968,0.03583240297843516,0.007234437392727376,0.0013483108612907838,6.449630105367206e-05
P02,3,C,beta,1799551287-β-6,P02-T03-Cβ,27,59,B3,L2,L,False,59,True,L2,True,0.831530524244497,False,0.5629949569702148,0.014491708547335395,0.831530524244497,0.1268833306345449,0.008030670371221323,0.00016583996992805027,0.004101053580216267,0.012469279854880453,0.001980338931958991,0.00032734782375474543,1.990604166275487e-05
